,Age,Avg_Daily_Screen_Time_hr,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Urban_or_Rural,Gender_Male,Primary_Device_Laptop,Primary_Device_Smartphone,Primary_Device_TV
530,14,6.59,True,0.38,Rural,0,1,0,0
531,14,5.01,True,0.42,Urban,1,0,1,0
532,16,3.68,True,0.36,Urban,1,0,1,0
533,10,2.51,True,0.41,Urban,1,0,1,0
534,16,4.23,True,0.36,Urban,0,0,0,0
535,8,4.59,True,0.48,Urban,1,0,0,0
536,8,4.42,True,0.54,Urban,0,0,0,1
537,11,2.84,False,0.36,Urban,0,1,0,0
538,16,3.31,True,0.31,Rural,1,0,1,0
539,13,7.19,True,0.35,Urban,0,0,0,1
540,18,3.6,True,0.38,Urban,0,0,0,1
541,10,5.24,True,0.57,Urban,0,0,1,0
542,8,5.67,True,0.52,Rural,1,0,1,0
543,11,2.65,False,0.34,Rural,0,0,1,0
544,16,3.82,True,0.46,Urban,1,0,0,0
545,10,8.29,True,0.48,Urban,0,0,0,1
546,16,6.42,True,0.38,Urban,0,0,1,0
547,14,5.57,True,0.45,Urban,0,0,1,0
548,11,3.11,True,0.34,Urban,1,0,1,0
549,10,4.22,True,0.54,Urban,1,0,0,0
550,17,4.27,True,0.41,Rural,1,1,0,0
551,12,5.3,True,0.37,Rural,1,0,0,1
552,12,6.1,True,0.36,Urban,1,0,0,1
553,10,3.38,True,0.55,Urban,0,0,0,0
554,16,5.01,True,0.36,Rural,0,0,1,0
555,11,3.15,True,0.49,Urban,1,0,1,0
556,18,3.26,True,0.44,Urban,1,1,0,0
557,12,5.3,True,0.35,Urban,1,0,0,0
558,11,4.1,True,0.36,Urban,0,0,1,0
559,12,3.11,True,0.39,Urban,0,0,1,0
560,14,4.91,True,0.37,Urban,1,0,1,0
561,16,5.39,True,0.38,Rural,1,0,1,0
562,14,5.41,True,0.45,Urban,1,0,0,1
563,12,5.04,True,0.46,Urban,0,0,0,1
564,17,7.59,True,0.39,Urban,1,1,0,0
565,17,4.71,True,0.47,Urban,0,0,1,0
566,14,5.96,True,0.35,Rural,0,1,0,0
567,17,6.92,True,0.48,Rural,0,0,1,0
568,12,3.49,True,0.44,Rural,1,0,1,0
569,10,3.48,True,0.45,Urban,0,0,1,0
570,14,5.31,True,0.46,Urban,1,0,1,0
571,18,5.78,True,0.31,Rural,1,1,0,0
572,18,3.78,True,0.34,Rural,0,0,1,0
573,9,7.07,True,0.46,Rural,1,0,0,1
574,16,4.39,True,0.48,Urban,1,0,1,0
575,17,6.43,True,0.46,Urban,1,1,0,0
576,17,3.37,True,0.37,Urban,1,0,1,0
577,8,6.39,True,0.49,Rural,1,0,0,0
578,13,5.96,True,0.3,Urban,0,1,0,0
579,14,5.14,True,0.32,Urban,1,1,0,0
580,15,3.83,True,0.31,Rural,0,0,1,0
581,17,3.94,True,0.48,Urban,1,0,1,0
582,16,5.44,True,0.37,Urban,1,0,0,0
583,9,3.62,True,0.4,Urban,0,0,0,1
584,18,2.9,False,0.32,Urban,0,0,1,0
585,17,4.0,True,0.3,Rural,1,1,0,0
586,9,5.51,True,0.5,Urban,1,0,0,1
587,12,3.58,True,0.45,Urban,0,0,1,0
588,12,4.6,True,0.46,Rural,0,1,0,0
589,13,3.29,True,0.43,Urban,0,0,0,0
590,10,1.67,False,0.46,Urban,1,0,0,0
591,15,3.65,True,0.44,Rural,0,0,1,0
592,8,0.0,False,0.56,Urban,1,0,1,0
593,13,6.74,True,0.43,Rural,0,1,0,0
594,11,3.94,True,0.31,Urban,1,0,1,0
595,8,0.73,False,0.46,Rural,0,0,0,0
596,14,3.92,True,0.48,Urban,0,0,0,1
597,16,3.74,True,0.35,Rural,0,0,0,0
598,11,6.17,True,0.46,Urban,1,1,0,0
599,11,4.25,True,0.37,Urban,1,0,1,0
600,13,3.81,True,0.41,Urban,1,0,0,0
601,10,6.51,True,0.54,Urban,0,0,1,0
602,13,4.03,True,0.38,Urban,1,0,1,0
603,14,4.87,True,0.33,Urban,0,0,1,0
604,18,3.82,True,0.41,Urban,1,0,1,0
605,17,3.92,True,0.39,Urban,1,0,1,0
606,17,3.63,True,0.45,Rural,1,0,1,0
607,10,4.83,True,0.58,Urban,0,0,0,1
608,14,4.91,True,0.3,Urban,0,0,1,0
609,10,4.8,True,0.49,Urban,0,0,1,0
610,9,2.71,True,0.5,Urban,1,0,0,1
611,17,6.13,True,0.32,Urban,0,0,1,0
612,11,5.56,True,0.49,Rural,0,1,0,0
613,15,5.12,True,0.42,Urban,1,0,0,1
614,16,4.16,True,0.48,Urban,1,0,1,0
615,14,3.74,True,0.39,Rural,1,0,0,1
616,8,5.25,True,0.6,Urban,1,0,0,0
617,10,2.08,True,0.51,Urban,0,0,0,0
618,16,3.75,True,0.47,Urban,0,0,1,0
619,8,4.44,True,0.45,Urban,1,0,0,1
620,16,4.07,True,0.39,Urban,1,0,1,0
621,15,4.94,True,0.31,Rural,0,0,1,0
622,8,4.14,True,0.47,Rural,1,0,0,1
623,13,5.75,True,0.35,Urban,1,0,1,0
624,12,5.91,True,0.32,Urban,0,1,0,0
625,13,2.9,False,0.34,Urban,0,0,1,0
626,17,4.35,True,0.38,Urban,1,0,1,0
627,12,5.37,True,0.43,Urban,1,0,1,0
628,13,3.88,True,0.42,Urban,1,0,1,0
629,12,4.67,True,0.37,Urban,1,0,0,1
630,18,5.47,True,0.47,Rural,1,0,1,0
631,12,5.98,True,0.44,Rural,1,0,1,0
632,11,4.44,True,0.42,Rural,0,1,0,0
633,10,1.53,False,0.45,Urban,0,0,1,0
634,10,2.59,True,0.45,Urban,1,0,1,0
635,11,6.91,True,0.42,Urban,0,1,0,0
636,16,4.61,True,0.33,Urban,0,0,1,0
637,9,4.5,True,0.46,Urban,1,0,1,0
638,16,3.2,True,0.42,Rural,1,0,1,0
639,8,2.85,True,0.46,Urban,1,0,1,0
640,8,3.35,True,0.51,Urban,1,0,1,0
641,12,4.58,True,0.48,Urban,1,1,0,0
642,13,4.65,True,0.44,Urban,0,0,1,0
643,13,5.26,True,0.49,Rural,1,0,1,0
644,10,5.45,True,0.5,Urban,1,0,1,0
645,14,2.89,False,0.37,Urban,1,0,0,1
646,16,4.42,True,0.35,Urban,0,1,0,0
647,18,2.81,False,0.36,Urban,1,0,1,0
648,17,4.15,True,0.32,Urban,1,0,0,0
649,15,5.35,True,0.34,Urban,0,0,1,0
650,13,5.0,True,0.38,Rural,0,0,1,0
651,15,6.07,True,0.43,Urban,1,1,0,0
652,12,3.3,True,0.4,Rural,0,0,1,0
653,15,5.96,True,0.37,Urban,0,0,0,1
654,17,2.24,False,0.39,Urban,1,0,0,0
655,11,2.67,False,0.4,Urban,0,1,0,0
656,17,5.18,True,0.4,Rural,0,0,0,1
657,15,4.32,True,0.38,Urban,0,0,0,1
658,17,2.96,False,0.49,Urban,1,0,1,0
659,9,2.87,True,0.4,Urban,1,0,0,0
660,12,5.27,True,0.48,Rural,0,0,1,0
661,16,5.28,True,0.49,Urban,1,0,0,1
662,11,6.02,True,0.34,Urban,1,0,1,0
663,18,3.01,True,0.4,Rural,1,0,1,0
664,13,6.33,True,0.47,Urban,0,0,1,0
665,8,3.24,True,0.43,Rural,1,0,1,0
666,16,4.68,True,0.4,Urban,0,0,0,1
667,8,2.96,True,0.56,Rural,1,0,0,1
668,12,5.54,True,0.42,Urban,0,0,0,0
669,11,3.14,True,0.41,Urban,1,0,1,0
670,10,6.1,True,0.51,Rural,1,0,0,1
671,13,4.9,True,0.41,Urban,1,0,0,1
672,9,0.0,False,0.6,Urban,0,0,1,0
673,10,5.54,True,0.6,Urban,0,0,1,0
674,12,4.96,True,0.5,Urban,1,0,0,0
675,16,5.84,True,0.41,Urban,0,0,1,0
676,9,0.0,False,0.43,Rural,1,0,0,1
677,17,3.25,True,0.37,Rural,0,0,0,1
678,15,5.73,True,0.37,Urban,1,0,1,0
679,9,7.07,True,0.41,Urban,1,0,1,0
680,18,5.21,True,0.43,Urban,0,0,1,0
681,12,5.18,True,0.44,Rural,0,0,0,1
682,14,4.89,True,0.4,Rural,0,0,1,0
683,15,4.64,True,0.37,Urban,0,1,0,0
684,8,3.16,True,0.44,Urban,1,0,1,0
685,13,4.45,True,0.47,Urban,0,0,0,1
686,8,3.42,True,0.54,Urban,1,0,0,0
687,9,1.62,False,0.48,Urban,0,0,1,0
688,8,6.88,True,0.56,Urban,1,0,1,0
689,18,6.4,True,0.48,Urban,1,0,0,1
690,12,2.44,False,0.41,Urban,0,0,1,0
691,17,5.76,True,0.31,Urban,1,0,1,0
692,16,5.25,True,0.44,Urban,0,0,0,1
693,13,4.93,True,0.33,Urban,1,1,0,0
694,18,5.54,True,0.36,Rural,1,1,0,0
695,18,4.77,True,0.43,Urban,1,0,0,1
696,8,2.03,True,0.47,Rural,0,0,0,1
697,8,1.02,False,0.46,Urban,1,0,0,1
698,9,3.98,True,0.55,Urban,0,0,1,0
699,16,3.63,True,0.32,Urban,0,0,1,0
700,10,3.27,True,0.55,Urban,0,0,0,1
701,8,5.91,True,0.51,Rural,0,0,0,1
702,12,5.09,True,0.31,Urban,0,0,1,0
703,14,5.27,True,0.33,Urban,0,1,0,0
704,13,4.63,True,0.42,Rural,1,0,0,0
705,8,0.0,False,0.54,Urban,0,0,1,0
706,12,4.79,True,0.44,Urban,1,0,0,0
707,12,4.19,True,0.36,Urban,0,1,0,0
708,13,3.26,True,0.41,Urban,1,0,1,0
709,10,4.19,True,0.44,Urban,0,0,0,1
710,12,3.69,True,0.42,Rural,0,0,0,1
711,14,3.18,True,0.41,Urban,1,0,1,0
712,12,3.65,True,0.43,Rural,0,0,1,0
713,12,5.15,True,0.36,Urban,0,0,0,1
714,12,4.83,True,0.42,Urban,0,0,0,1
715,17,6.38,True,0.34,Urban,0,0,1,0
716,17,4.83,True,0.36,Urban,0,1,0,0
717,10,0.0,False,0.5,Urban,1,0,1,0
718,8,3.58,True,0.41,Rural,0,0,1,0
719,12,6.08,True,0.42,Urban,1,0,0,1
720,16,4.65,True,0.33,Urban,0,0,0,0
721,8,3.32,True,0.42,Rural,1,0,0,0
722,10,0.46,False,0.53,Rural,1,0,0,1
723,11,2.3,False,0.39,Urban,0,0,0,0
724,8,0.0,False,0.49,Urban,1,0,0,1
725,8,10.12,True,0.53,Urban,1,0,0,1
726,15,3.18,True,0.49,Urban,1,1,0,0
727,9,2.06,True,0.57,Urban,1,0,0,1
728,15,4.89,True,0.49,Urban,1,0,0,1
729,14,3.02,True,0.47,Rural,1,0,0,0
730,17,2.97,False,0.46,Urban,1,0,0,0
731,17,3.2,True,0.47,Urban,0,0,1,0
732,9,7.87,True,0.6,Urban,0,0,0,0
733,13,6.76,True,0.44,Urban,0,0,1,0
734,13,5.3,True,0.46,Urban,1,0,1,0
735,10,3.49,True,0.52,Urban,0,0,1,0
736,18,3.3,True,0.41,Urban,0,0,0,1
737,9,1.04,False,0.52,Urban,1,0,0,1
738,8,0.0,False,0.54,Rural,0,0,1,0
739,13,5.51,True,0.34,Urban,0,0,0,1
740,12,3.99,True,0.46,Urban,0,1,0,0
741,18,2.7,False,0.33,Urban,1,1,0,0
742,16,5.13,True,0.48,Rural,0,0,1,0
743,8,1.65,False,0.46,Rural,1,0,0,1
744,14,3.54,True,0.37,Urban,0,0,1,0
745,12,4.54,True,0.48,Rural,1,0,0,1
746,12,4.06,True,0.43,Rural,1,0,0,1
747,9,2.71,True,0.45,Urban,0,0,0,1
748,18,5.15,True,0.36,Urban,1,0,1,0
749,10,9.22,True,0.55,Urban,0,0,0,1
750,14,6.79,True,0.41,Rural,0,0,0,0
751,13,3.33,True,0.37,Rural,0,0,1,0
752,9,6.23,True,0.52,Urban,0,0,0,1
753,13,3.71,True,0.32,Urban,0,0,0,1
754,9,5.25,True,0.54,Urban,1,0,0,0
755,9,6.78,True,0.45,Rural,1,0,0,1
756,9,3.37,True,0.54,Urban,1,0,1,0
757,18,4.01,True,0.37,Urban,1,0,1,0
758,10,5.74,True,0.41,Urban,1,0,0,1
759,9,11.0,True,0.58,Rural,1,0,1,0
760,11,5.01,True,0.48,Urban,0,0,1,0
761,16,3.08,True,0.4,Urban,1,0,1,0
762,13,5.65,True,0.31,Urban,0,0,1,0
763,8,6.02,True,0.44,Urban,0,0,0,1
764,15,4.34,True,0.38,Rural,0,0,1,0
765,14,3.83,True,0.34,Urban,0,0,1,0
766,17,4.42,True,0.49,Rural,1,0,0,1
767,10,3.58,True,0.59,Urban,1,0,0,1
768,8,11.97,True,0.43,Rural,1,0,0,0
769,12,5.07,True,0.34,Urban,0,0,1,0
770,11,3.99,True,0.35,Urban,0,0,1,0
771,17,5.73,True,0.45,Urban,1,0,1,0
772,15,5.77,True,0.45,Urban,0,0,0,1
773,8,6.44,True,0.59,Urban,0,0,1,0
774,17,3.52,True,0.45,Rural,1,0,0,1
775,8,7.04,True,0.57,Rural,0,0,1,0
776,11,3.64,True,0.41,Rural,0,1,0,0
777,15,6.59,True,0.46,Urban,0,0,1,0
778,12,3.19,True,0.34,Urban,0,0,0,0
779,9,1.88,False,0.45,Rural,1,0,0,1
780,13,2.17,False,0.34,Urban,0,0,1,0
781,12,4.65,True,0.44,Urban,0,0,1,0
782,9,0.0,False,0.41,Urban,1,0,1,0
783,18,7.04,True,0.31,Urban,1,0,0,1
784,18,5.26,True,0.36,Urban,1,0,1,0
785,18,5.02,True,0.43,Urban,0,1,0,0
786,10,4.79,True,0.46,Urban,1,0,0,1
787,16,5.58,True,0.45,Urban,1,0,1,0
788,14,5.91,True,0.48,Rural,0,0,1,0
789,14,4.41,True,0.4,Urban,1,0,0,0
790,18,3.05,True,0.48,Urban,1,0,0,1
791,13,4.99,True,0.36,Urban,1,0,0,1
792,15,2.43,False,0.43,Rural,0,0,1,0
793,11,4.24,True,0.34,Urban,0,0,1,0
794,15,4.9,True,0.46,Urban,1,0,0,0
795,11,5.1,True,0.36,Urban,0,0,1,0
796,15,4.38,True,0.48,Rural,0,1,0,0
797,16,4.84,True,0.43,Urban,0,1,0,0
798,10,7.16,True,0.44,Urban,0,0,0,1
799,10,3.0,True,0.47,Urban,0,0,0,1
800,18,3.95,True,0.39,Urban,0,0,1,0
801,9,5.47,True,0.6,Rural,1,0,0,0
802,17,6.86,True,0.39,Rural,1,0,1,0
803,10,4.74,True,0.45,Urban,1,0,1,0
804,10,4.05,True,0.55,Rural,1,0,1,0
805,12,5.4,True,0.31,Rural,0,0,0,1
806,12,5.82,True,0.38,Urban,0,1,0,0
807,9,4.3,True,0.45,Urban,0,0,0,0
808,17,4.22,True,0.37,Urban,0,0,0,1
809,13,4.89,True,0.42,Urban,0,1,0,0
810,12,4.28,True,0.39,Rural,0,0,0,1
811,13,3.83,True,0.43,Urban,1,0,1,0
812,8,5.22,True,0.46,Urban,0,0,1,0
813,12,4.48,True,0.49,Urban,0,0,0,0
814,16,1.75,False,0.35,Urban,1,0,0,1
815,17,3.17,True,0.45,Rural,1,0,0,1
816,9,0.79,False,0.51,Rural,1,0,1,0
817,8,5.84,True,0.47,Urban,1,0,0,0
818,17,2.23,False,0.42,Urban,1,1,0,0
819,18,4.31,True,0.41,Urban,0,0,0,1
820,16,6.01,True,0.4,Urban,1,1,0,0
821,17,6.0,True,0.4,Urban,0,0,1,0
822,16,2.61,False,0.41,Urban,0,0,1,0
823,16,4.13,True,0.34,Urban,0,0,0,1
824,13,4.14,True,0.33,Urban,0,1,0,0
825,15,6.83,True,0.31,Rural,1,0,0,0
826,18,4.55,True,0.46,Urban,0,1,0,0
827,8,7.22,True,0.56,Urban,0,0,0,1
828,17,5.7,True,0.5,Rural,1,0,1,0
829,11,5.55,True,0.36,Urban,0,0,1,0
830,8,2.23,True,0.55,Urban,0,0,1,0
831,15,4.2,True,0.43,Urban,0,0,1,0
832,8,4.48,True,0.43,Rural,1,0,1,0
833,10,3.53,True,0.47,Urban,0,0,1,0
834,11,3.46,True,0.41,Urban,1,0,1,0
835,15,5.33,True,0.33,Urban,1,0,1,0
836,13,3.45,True,0.45,Rural,0,0,0,1
837,17,4.47,True,0.49,Urban,1,0,1,0
838,14,2.89,False,0.34,Rural,0,0,1,0
839,15,3.44,True,0.5,Urban,1,0,0,0
840,9,6.14,True,0.56,Urban,1,0,0,0
841,17,4.7,True,0.39,Urban,0,0,1,0
842,18,2.68,False,0.4,Urban,1,0,1,0
843,15,5.16,True,0.31,Urban,1,1,0,0
844,10,0.0,False,0.54,Rural,1,0,0,1
845,14,3.62,True,0.31,Rural,1,0,1,0
846,10,1.64,False,0.43,Urban,1,0,1,0
847,14,3.9,True,0.38,Urban,1,0,1,0
848,18,4.58,True,0.44,Urban,1,0,1,0
849,9,6.77,True,0.5,Urban,1,0,0,1
850,17,3.7,True,0.39,Urban,1,0,0,1
851,13,4.32,True,0.3,Urban,1,1,0,0
852,10,2.41,True,0.51,Urban,1,0,0,0
853,10,6.08,True,0.5,Rural,1,0,0,1
854,16,1.69,False,0.31,Rural,1,0,0,0
855,14,4.86,True,0.4,Rural,1,1,0,0
856,12,4.84,True,0.41,Urban,1,0,1,0
857,17,4.69,True,0.34,Urban,0,1,0,0
858,14,3.09,True,0.36,Urban,1,0,0,1
859,16,5.02,True,0.34,Rural,1,0,0,1
860,8,2.52,True,0.53,Urban,1,0,1,0
861,14,4.77,True,0.34,Urban,1,0,1,0
862,13,4.65,True,0.34,Urban,0,0,1,0
863,17,6.42,True,0.47,Urban,1,0,1,0
864,16,3.74,True,0.47,Urban,1,0,1,0
865,8,2.79,True,0.44,Urban,1,0,1,0
866,11,4.28,True,0.5,Rural,0,1,0,0
867,16,7.11,True,0.42,Rural,1,1,0,0
868,11,4.87,True,0.43,Urban,0,0,1,0
869,17,4.09,True,0.36,Urban,1,0,0,1
870,10,1.85,False,0.43,Urban,1,0,1,0
871,16,2.56,False,0.47,Rural,1,0,0,1
872,9,2.14,True,0.58,Urban,1,0,0,1
873,11,4.23,True,0.41,Urban,0,0,1,0
874,13,4.77,True,0.48,Rural,1,1,0,0
875,9,3.68,True,0.52,Urban,1,0,1,0
876,15,5.96,True,0.49,Urban,1,0,1,0
877,15,6.59,True,0.31,Rural,0,0,1,0
878,8,5.03,True,0.58,Urban,1,0,1,0
879,10,3.59,True,0.46,Urban,0,0,0,0
880,17,3.03,True,0.5,Urban,1,0,0,1
881,16,4.98,True,0.35,Urban,1,0,1,0
882,12,2.97,False,0.38,Urban,1,0,1,0
883,13,5.59,True,0.33,Rural,0,1,0,0
884,11,4.9,True,0.33,Urban,0,0,1,0
885,17,6.71,True,0.47,Rural,1,0,1,0
886,9,2.79,True,0.49,Urban,0,0,1,0
887,18,4.71,True,0.46,Rural,0,0,1,0
888,15,4.06,True,0.48,Urban,0,0,0,1
889,18,5.42,True,0.3,Urban,0,1,0,0
890,13,6.14,True,0.41,Urban,0,0,1,0
891,12,4.44,True,0.35,Urban,1,0,0,1
892,16,4.16,True,0.44,Rural,1,0,1,0
893,8,6.48,True,0.54,Rural,1,0,0,0
894,12,4.86,True,0.35,Urban,0,0,1,0
895,13,3.79,True,0.32,Urban,1,0,1,0
896,12,3.96,True,0.46,Rural,1,0,0,0
897,13,6.34,True,0.48,Urban,0,1,0,0
898,13,3.47,True,0.38,Urban,1,0,0,0
899,14,5.32,True,0.35,Urban,1,0,0,1
900,11,6.2,True,0.46,Urban,0,0,0,1
901,18,5.73,True,0.35,Urban,1,0,1,0
902,15,6.77,True,0.43,Urban,1,0,1,0
903,14,4.51,True,0.41,Rural,0,0,0,1
904,16,3.72,True,0.43,Urban,1,0,1,0
905,14,4.96,True,0.41,Urban,1,1,0,0
906,10,2.96,True,0.59,Urban,0,0,0,1
907,10,2.55,True,0.5,Rural,1,0,0,1
908,15,4.11,True,0.34,Urban,0,0,0,0
909,12,4.16,True,0.35,Urban,1,1,0,0
910,11,5.59,True,0.46,Rural,0,0,1,0
911,15,4.99,True,0.46,Urban,0,0,1,0
912,13,2.5,False,0.47,Rural,1,0,1,0
913,9,5.79,True,0.51,Urban,1,0,0,0
914,11,8.55,True,0.39,Urban,0,0,0,0
915,18,5.12,True,0.44,Urban,0,0,1,0
916,11,5.06,True,0.49,Urban,1,0,1,0
917,13,6.01,True,0.3,Urban,1,0,1,0
918,13,3.47,True,0.37,Rural,0,0,0,0
919,8,4.07,True,0.57,Urban,1,0,0,1
920,15,5.56,True,0.39,Rural,0,0,1,0
921,13,4.23,True,0.5,Urban,1,0,0,1
922,10,5.49,True,0.57,Urban,1,0,1,0
923,16,4.16,True,0.41,Urban,0,0,1,0
924,9,1.76,False,0.41,Rural,1,0,1,0
925,18,4.32,True,0.42,Urban,0,0,1,0
926,15,4.12,True,0.4,Urban,1,0,1,0
927,17,6.34,True,0.47,Urban,0,0,0,0
928,10,2.28,True,0.5,Urban,0,0,0,1
929,12,2.85,False,0.3,Rural,1,0,0,0
930,13,4.18,True,0.39,Urban,0,0,1,0
931,17,4.92,True,0.35,Urban,1,0,1,0
932,13,3.07,True,0.4,Urban,0,0,0,1
933,11,3.05,True,0.5,Urban,0,0,1,0
934,10,13.01,True,0.57,Urban,0,0,1,0
935,11,4.33,True,0.45,Rural,0,0,1,0
936,8,2.64,True,0.6,Urban,1,0,0,1
937,11,5.61,True,0.5,Rural,1,0,1,0
938,8,1.52,False,0.6,Rural,1,0,1,0
939,8,4.31,True,0.44,Urban,0,0,1,0
940,17,4.08,True,0.4,Rural,1,0,1,0
941,13,4.25,True,0.3,Rural,0,0,1,0
942,12,4.45,True,0.4,Urban,1,1,0,0
943,18,6.34,True,0.41,Urban,1,0,1,0
944,11,3.8,True,0.45,Urban,0,0,1,0
945,18,3.52,True,0.36,Rural,0,0,0,0
946,10,7.87,True,0.6,Rural,1,0,1,0
947,8,1.15,False,0.45,Urban,1,0,0,0
948,13,3.11,True,0.32,Rural,0,0,0,1
949,9,4.15,True,0.48,Urban,0,0,0,0
950,15,3.79,True,0.37,Rural,0,1,0,0
951,17,4.89,True,0.36,Urban,1,0,1,0
952,12,4.53,True,0.35,Urban,0,0,0,1
953,14,4.16,True,0.39,Urban,0,0,0,1
954,17,3.85,True,0.47,Urban,1,0,0,1
955,9,0.78,False,0.51,Urban,0,0,0,1
956,15,5.05,True,0.48,Urban,0,0,1,0
957,9,9.29,True,0.59,Rural,1,0,0,0
958,11,3.61,True,0.42,Rural,0,0,0,1
959,8,2.04,True,0.54,Urban,1,0,0,1
960,12,5.36,True,0.47,Rural,1,0,1,0
961,16,4.31,True,0.45,Rural,0,0,1,0
962,8,4.38,True,0.59,Urban,1,0,1,0
963,16,5.68,True,0.49,Urban,1,1,0,0
964,18,2.39,False,0.43,Rural,0,1,0,0
965,15,5.08,True,0.48,Urban,0,0,1,0
966,13,4.52,True,0.33,Urban,0,0,1,0
967,14,4.06,True,0.35,Urban,0,1,0,0
968,10,0.0,False,0.43,Urban,0,0,1,0
969,8,0.0,False,0.53,Urban,0,0,1,0
970,12,5.22,True,0.45,Rural,1,0,1,0
971,9,5.56,True,0.57,Urban,1,0,0,0
972,12,3.29,True,0.32,Urban,0,0,0,1
973,15,4.74,True,0.46,Urban,0,0,0,1
974,18,3.9,True,0.32,Rural,0,0,0,1
975,16,5.14,True,0.34,Urban,1,0,1,0
976,9,0.81,False,0.42,Urban,0,0,0,1
977,10,3.17,True,0.42,Rural,0,0,0,1
978,10,5.61,True,0.5,Rural,1,0,0,1
979,8,7.93,True,0.45,Urban,1,0,1,0
980,15,3.26,True,0.45,Rural,0,0,0,1
981,13,4.28,True,0.44,Rural,1,0,1,0
982,15,4.4,True,0.37,Urban,1,0,1,0
983,18,3.77,True,0.41,Urban,0,0,1,0
984,16,4.21,True,0.5,Urban,1,1,0,0
985,12,3.49,True,0.37,Urban,1,1,0,0
986,10,1.53,False,0.47,Rural,0,0,0,0
987,12,3.0,False,0.36,Rural,0,0,1,0
988,12,2.72,False,0.45,Urban,0,0,1,0
989,12,5.04,True,0.34,Rural,1,0,1,0
990,10,2.26,True,0.51,Urban,0,0,0,1
991,18,3.76,True,0.31,Rural,1,1,0,0
992,17,3.41,True,0.32,Rural,1,0,0,1
993,11,5.23,True,0.44,Rural,1,0,1,0
994,16,5.98,True,0.3,Urban,0,0,1,0
995,17,5.02,True,0.45,Urban,1,0,1,0
996,16,4.42,True,0.35,Urban,0,1,0,0
997,9,3.93,True,0.55,Urban,1,0,0,1
998,15,4.1,True,0.38,Urban,1,0,0,0
999,15,4.6,True,0.33,Urban,0,1,0,0
1000,14,3.09,True,0.36,Urban,1,0,0,1
1001,15,3.69,True,0.46,Urban,0,1,0,0
1002,10,3.42,True,0.4,Urban,1,0,1,0
1003,13,3.64,True,0.38,Urban,0,0,1,0
1004,8,0.37,False,0.53,Urban,0,0,0,1
1005,14,5.02,True,0.37,Urban,1,1,0,0
1006,8,6.02,True,0.6,Rural,0,0,1,0
1007,16,3.81,True,0.37,Rural,0,0,1,0
1008,8,0.66,False,0.45,Urban,1,0,1,0
1009,8,6.05,True,0.55,Urban,1,0,0,1
1010,14,6.16,True,0.44,Urban,1,0,1,0
1011,9,4.91,True,0.5,Urban,0,0,1,0
1012,12,3.55,True,0.36,Urban,1,0,0,1
1013,15,6.66,True,0.32,Urban,1,1,0,0
1014,15,2.9,False,0.38,Rural,0,0,1,0
1015,10,3.0,True,0.51,Urban,1,0,0,1
1016,14,5.87,True,0.35,Urban,1,0,1,0
1017,10,4.12,True,0.44,Rural,1,0,1,0
1018,13,5.04,True,0.42,Urban,0,0,0,0
1019,13,3.08,True,0.38,Urban,1,1,0,0
1020,10,6.06,True,0.53,Rural,1,0,0,1
1021,14,3.73,True,0.43,Rural,1,0,1,0
1022,10,0.0,False,0.52,Urban,0,0,0,1
1023,15,5.64,True,0.46,Urban,1,0,1,0
1024,17,2.95,False,0.49,Rural,0,0,0,0
1025,11,6.12,True,0.4,Rural,1,0,1,0
1026,8,6.65,True,0.44,Urban,0,0,1,0
1027,11,3.94,True,0.33,Urban,1,1,0,0
1028,14,3.48,True,0.45,Urban,0,0,1,0
1029,18,5.1,True,0.3,Urban,1,0,0,1
1030,11,4.49,True,0.47,Urban,0,0,1,0
1031,13,5.03,True,0.33,Urban,1,0,1,0
1032,16,4.07,True,0.43,Rural,1,0,0,1
1033,8,6.99,True,0.51,Urban,0,0,0,0
1034,12,4.32,True,0.4,Urban,0,0,1,0
1035,18,5.83,True,0.44,Rural,1,0,1,0
1036,14,3.07,True,0.36,Rural,1,0,1,0
1037,8,5.74,True,0.44,Urban,1,0,0,1
1038,11,4.04,True,0.36,Rural,0,0,0,0
1039,13,5.02,True,0.31,Urban,1,0,1,0
1040,9,0.0,False,0.44,Rural,0,0,1,0
1041,17,3.16,True,0.39,Urban,0,0,0,1
1042,12,6.37,True,0.3,Rural,0,0,1,0
1043,18,5.29,True,0.49,Rural,0,0,0,1
1044,17,5.6,True,0.47,Urban,0,0,1,0
1045,8,0.0,False,0.54,Rural,0,0,0,0
1046,13,2.79,False,0.43,Rural,0,1,0,0
1047,13,3.41,True,0.43,Urban,0,0,0,1
1048,11,4.74,True,0.42,Rural,1,0,0,1
1049,15,4.07,True,0.41,Rural,0,0,1,0
1050,11,1.91,False,0.46,Urban,1,0,1,0
1051,15,5.98,True,0.42,Rural,1,0,0,1
1052,15,5.05,True,0.48,Rural,1,0,1,0
1053,12,5.21,True,0.5,Rural,1,0,0,1
1054,11,5.71,True,0.4,Urban,0,0,0,1
1055,9,2.7,True,0.49,Urban,0,0,1,0
1056,18,4.16,True,0.31,Rural,0,0,0,1
1057,10,5.29,True,0.43,Urban,1,0,0,1
1058,10,6.91,True,0.44,Rural,1,0,0,0
1059,11,3.84,True,0.45,Rural,0,0,0,0
1060,11,5.71,True,0.46,Rural,1,0,1,0
1061,17,4.73,True,0.4,Urban,0,0,0,0
